HIV/AIDS and tuberculosis,,,,,,,,,,
Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Lunenburg County, Virginia",51111,"1.76 (1.19, 2.50)","2.51 (1.82, 3.32)","9.16 (7.30, 11.16)","15.08 (12.49, 17.88)","6.17 (4.75, 7.75)","4.96 (3.71, 6.45)","3.13 (2.16, 4.22)","2.71 (1.83, 3.79)","54.36 (2.49, 131.38)"
"Lynchburg City, Virginia",51680,"1.24 (0.90, 1.67)","2.26 (1.82, 2.77)","9.24 (7.96, 10.53)","16.59 (14.57, 18.67)","6.36 (5.39, 7.50)","5.63 (4.69, 6.68)","3.94 (3.16, 4.87)","3.73 (2.90, 4.73)","199.78 (106.39, 344.46)"
"Madison County, Virginia",51113,"1.47 (0.97, 2.19)","1.66 (1.16, 2.35)","5.51 (4.28, 6.99)","8.88 (7.11, 11.16)","2.60 (1.82, 3.57)","1.96 (1.31, 2.78)","1.13 (0.68, 1.73)","0.88 (0.52, 1.48)","-39.88 (-62.87, -6.44)"
"Manassas City, Virginia",51683,"0.88 (0.62, 1.20)","1.23 (0.98, 1.51)","4.57 (4.07, 5.17)","7.11 (6.43, 7.92)","2.49 (2.14, 2.84)","2.09 (1.79, 2.44)","1.44 (1.19, 1.73)","1.24 (1.02, 1.47)","39.80 (1.41, 94.87)"
"Manassas Park City, Virginia",51685,"0.88 (0.62, 1.20)","1.23 (0.98, 1.51)","4.57 (4.07, 5.17)","7.11 (6.43, 7.92)","2.49 (2.14, 2.84)","2.09 (1.79, 2.44)","1.44 (1.19, 1.73)","1.24 (1.02, 1.47)","39.80 (1.41, 94.87)"
"Martinsville City, Virginia",51690,"1.07 (0.57, 1.74)","1.93 (1.28, 2.84)","9.15 (7.23, 11.21)","16.06 (13.28, 19.14)","5.80 (4.45, 7.42)","4.83 (3.49, 6.41)","3.22 (2.11, 4.59)","2.87 (1.86, 4.22)","169.77 (56.72, 435.81)"
"Mathews County, Virginia",51115,"0.91 (0.62, 1.30)","1.34 (0.98, 1.80)","5.62 (4.55, 6.95)","9.37 (7.60, 11.53)","2.97 (2.23, 3.82)","2.40 (1.75, 3.22)","1.48 (1.02, 2.08)","1.28 (0.85, 1.88)","40.18 (-9.72, 112.54)"
"Mecklenburg County, Virginia",51117,"1.69 (1.21, 2.25)","2.52 (1.98, 3.17)","9.81 (8.35, 11.37)","17.49 (15.08, 20.16)","6.10 (5.07, 7.31)","5.10 (4.11, 6.22)","3.21 (2.42, 4.14)","2.74 (2.07, 3.60)","62.20 (11.41, 139.51)"
"Middlesex County, Virginia",51119,"1.20 (0.80, 1.74)","1.62 (1.18, 2.19)","6.23 (5.03, 7.50)","9.94 (8.12, 12.05)","2.92 (2.20, 3.81)","2.29 (1.68, 3.10)","1.42 (0.99, 2.01)","1.17 (0.80, 1.69)","-1.86 (-34.80, 48.07)"
"Montgomery County, Virginia",51121,"0.70 (0.48, 0.99)","0.91 (0.69, 1.22)","3.68 (3.02, 4.43)","6.02 (5.06, 7.01)","1.64 (1.29, 2.07)","1.27 (0.98, 1.64)","0.75 (0.53, 1.03)","0.60 (0.42, 0.84)","-14.66 (-45.37, 35.49)"
"Nelson County, Virginia",51125,"1.10 (0.72, 1.55)","1.33 (0.95, 1.80)","5.20 (4.02, 6.52)","8.84 (6.94, 10.91)","2.37 (1.69, 3.21)","1.79 (1.21, 2.51)","1.01 (0.63, 1.51)","0.79 (0.47, 1.22)","-27.91 (-52.93, 6.22)"
"New Kent County, Virginia",51127,"1.02 (0.68, 1.47)","1.32 (0.95, 1.78)","5.41 (4.38, 6.57)","8.57 (6.93, 10.34)","2.48 (1.89, 3.17)","1.89 (1.37, 2.53)","1.12 (0.78, 1.57)","0.93 (0.62, 1.35)","-8.64 (-39.46, 39.77)"
"Newport News City, Virginia",51700,"1.45 (1.14, 1.82)","2.35 (1.98, 2.76)","9.49 (8.59, 10.50)","16.28 (14.98, 17.71)","6.10 (5.40, 6.82)","5.16 (4.51, 5.88)","3.95 (3.39, 4.58)","3.43 (2.91, 4.04)","136.79 (82.63, 204.71)"
"Norfolk City, Virginia",51710,"2.12 (1.67, 2.61)","4.59 (4.01, 5.30)","20.41 (18.94, 21.90)","34.37 (32.26, 36.58)","13.78 (12.59, 15.09)","12.59 (11.39, 13.91)","9.25 (8.15, 10.41)","7.22 (6.35, 8.19)","241.02 (163.47, 336.40)"
"Northampton County, Virginia",51131,"2.03 (1.48, 2.71)","2.92 (2.26, 3.64)","10.37 (8.63, 12.26)","16.99 (14.42, 20.10)","5.89 (4.75, 7.17)","4.61 (3.51, 5.78)","2.91 (2.14, 3.88)","2.57 (1.86, 3.52)","26.53 (-14.50, 79.95)"
"Northumberland County, Virginia",51133,"1.52 (1.03, 2.13)","2.07 (1.53, 2.75)","7.26 (5.86, 8.82)","11.47 (9.33, 13.71)","4.03 (3.06, 5.20)","3.33 (2.45, 4.34)","2.15 (1.49, 2.98)","1.80 (1.19, 2.56)","18.11 (-20.90, 77.60)"
"Norton City, Virginia",51720,"1.42 (0.63, 2.86)","1.57 (0.75, 3.03)","5.34 (3.29, 8.30)","8.47 (5.44, 12.66)","2.42 (1.21, 4.24)","1.85 (0.85, 3.60)","1.09 (0.40, 2.30)","0.87 (0.28, 1.96)","-39.25 (-72.93, 15.36)"
"Nottoway County, Virginia",51135,"1.62 (1.10, 2.33)","2.48 (1.89, 3.24)","10.59 (8.76, 12.61)","16.52 (13.87, 19.45)","6.24 (4.92, 7.69)","4.95 (3.79, 6.39)","3.28 (2.40, 4.45)","2.83 (1.99, 3.86)","74.74 (16.18, 168.79)"
"Orange County, Virginia",51137,"1.53 (1.09, 2.16)","1.72 (1.29, 2.21)","5.62 (4.60, 6.77)","9.44 (7.93, 11.16)","2.90 (2.27, 3.64)","2.16 (1.63, 2.82)","1.30 (0.91, 1.74)","1.05 (0.73, 1.44)","-31.64 (-54.33, 2.90)"
"Page County, Virginia",51139,"1.19 (0.77, 1.77)","1.35 (0.96, 1.87)","4.84 (3.84, 6.07)","7.89 (6.33, 9.67)","2.22 (1.59, 3.01)","1.68 (1.16, 2.36)","0.97 (0.61, 1.44)","0.73 (0.44, 1.10)","-39.16 (-61.88, -3.65)"
"Patrick County, Virginia",51141,"0.75 (0.50, 1.10)","1.06 (0.74, 1.48)","4.85 (3.81, 6.17)","8.73 (6.92, 10.77)","2.39 (1.69, 3.20)","1.92 (1.32, 2.66)","1.15 (0.72, 1.69)","0.95 (0.58, 1.48)","26.16 (-16.61, 84.18)"
"Petersburg City, Virginia",51730,"2.42 (1.77, 3.21)","5.06 (4.10, 6.16)","21.42 (18.83, 24.44)","35.89 (32.02, 40.06)","14.69 (12.46, 17.12)","13.02 (10.89, 15.35)","8.42 (6.83, 10.18)","7.17 (5.79, 8.77)","196.54 (110.91, 325.39)"
"Pittsylvania County, Virginia",51143,"1.36 (1.04, 1.77)","2.19 (1.77, 2.67)","8.27 (7.27, 9.40)","14.00 (12.51, 15.69)","5.16 (4.38, 5.96)","3.95 (3.33, 4.69)","2.82 (2.31, 3.45)","2.43 (1.89, 3.02)","78.51 (28.19, 146.40)"
"Poquoson City, Virginia",51735,"0.57 (0.34, 0.91)","0.92 (0.61, 1.31)","4.34 (3.31, 5.62)","7.32 (5.63, 9.18)","2.26 (1.54, 3.18)","1.85 (1.17, 2.71)","1.18 (0.69, 1.84)","1.02 (0.56, 1.69)","79.55 (14.92, 180.68)"
"Portsmouth City, Virginia",51740,"1.90 (1.44, 2.40)","4.13 (3.45, 4.85)","17.50 (15.66, 19.47)","29.50 (26.93, 32.28)","13.35 (11.86, 14.90)","12.22 (10.76, 13.71)","8.59 (7.27, 9.98)","7.18 (6.11, 8.30)","278.07 (188.28, 414.45)"
"Powhatan County, Virginia",51145,"1.31 (0.89, 1.89)","1.95 (1.47, 2.57)","7.45 (6.18, 8.94)","11.63 (9.83, 13.68)","3.56 (2.81, 4.48)","2.83 (2.13, 3.65)","1.74 (1.26, 2.45)","1.43 (0.99, 2.00)","9.12 (-26.26, 56.13)"
"Prince Edward County, Virginia",51147,"1.56 (1.10, 2.22)","2.21 (1.67, 2.91)","8.92 (7.36, 10.58)","14.86 (12.48, 17.48)","5.26 (4.12, 6.61)","4.45 (3.38, 5.89)","2.75 (1.97, 3.71)","2.35 (1.62, 3.29)","50.49 (3.45, 119.75)"
"Prince George County, Virginia",51149,"0.87 (0.61, 1.23)","1.25 (0.94, 1.61)","4.83 (3.95, 5.83)","8.46 (7.10, 10.00)","2.82 (2.22, 3.58)","2.38 (1.81, 3.09)","1.46 (1.03, 1.96)","1.23 (0.87, 1.68)","40.29 (-2.69, 99.18)"
"Prince William County, Virginia",51153,"0.88 (0.62, 1.20)","1.23 (0.98, 1.51)","4.57 (4.07, 5.17)","7.11 (6.43, 7.92)","2.49 (2.14, 2.84)","2.09 (1.79, 2.44)","1.44 (1.19, 1.73)","1.24 (1.02, 1.47)","39.80 (1.41, 94.87)"
"Pulaski County, Virginia",51155,"0.86 (0.57, 1.21)","1.11 (0.81, 1.50)","4.89 (3.96, 5.99)","8.62 (7.15, 10.30)","2.48 (1.87, 3.16)","1.93 (1.44, 2.58)","1.10 (0.76, 1.54)","0.90 (0.61, 1.29)","4.70 (-31.82, 61.38)"
"Radford City, Virginia",51750,"1.06 (0.58, 1.83)","1.37 (0.84, 2.19)","5.16 (3.76, 6.91)","8.53 (6.40, 10.97)","2.57 (1.63, 3.89)","1.97 (1.17, 3.15)","1.13 (0.55, 2.02)","0.95 (0.43, 1.80)","-10.76 (-51.09, 55.12)"
"Rappahannock County, Virginia",51157,"1.09 (0.65, 1.65)","1.25 (0.82, 1.81)","4.60 (3.40, 5.92)","7.35 (5.61, 9.63)","2.08 (1.39, 2.94)","1.55 (0.96, 2.37)","0.89 (0.50, 1.46)","0.69 (0.37, 1.19)","-36.07 (-62.03, 5.34)"
"Richmond City, Virginia",51760,"2.73 (2.19, 3.32)","5.78 (5.04, 6.60)","24.85 (23.06, 26.65)","42.80 (40.34, 45.55)","20.88 (19.17, 22.60)","18.35 (16.68, 20.19)","10.65 (9.33, 12.02)","9.63 (8.51, 10.95)","252.58 (179.00, 347.88)"
"Richmond County, Virginia",51159,"1.22 (0.77, 1.83)","1.79 (1.26, 2.47)","7.17 (5.77, 8.99)","14.55 (11.77, 17.83)","4.51 (3.36, 5.95)","3.70 (2.59, 5.00)","2.31 (1.56, 3.35)","1.96 (1.26, 2.83)","60.84 (3.78, 156.45)"
"Roanoke City, Virginia",51770,"1.55 (1.13, 2.08)","2.85 (2.33, 3.44)","11.93 (10.55, 13.49)","23.84 (21.68, 26.13)","8.53 (7.51, 9.76)","7.70 (6.61, 9.00)","5.19 (4.29, 6.16)","4.39 (3.50, 5.41)","182.20 (96.44, 315.90)"
"Roanoke County, Virginia",51161,"0.77 (0.54, 1.05)","1.03 (0.78, 1.37)","4.18 (3.49, 4.94)","6.91 (5.95, 7.99)","2.11 (1.71, 2.59)","1.69 (1.30, 2.12)","1.05 (0.78, 1.39)","0.89 (0.64, 1.21)","15.70 (-21.28, 72.22)"
"Rockbridge County, Virginia",51163,"0.75 (0.53, 1.07)","1.01 (0.76, 1.31)","4.38 (3.51, 5.39)","7.49 (6.17, 8.94)","2.10 (1.64, 2.70)","1.66 (1.21, 2.17)","0.98 (0.68, 1.36)","0.79 (0.54, 1.13)","5.33 (-31.63, 60.64)"
"Rockingham County, Virginia",51165,"1.09 (0.77, 1.50)","1.21 (0.91, 1.58)","3.94 (3.28, 4.65)","6.36 (5.37, 7.37)","1.84 (1.47, 2.23)","1.43 (1.11, 1.80)","0.81 (0.60, 1.05)","0.64 (0.46, 0.88)","-41.18 (-62.65, -8.43)"
"Russell County, Virginia",51167,"0.95 (0.64, 1.41)","1.06 (0.76, 1.46)","4.16 (3.28, 5.27)","7.80 (6.32, 9.62)","2.03 (1.51, 2.68)","1.54 (1.11, 2.13)","0.87 (0.58, 1.27)","0.69 (0.45, 1.03)","-27.33 (-53.36, 14.87)"
"Salem City, Virginia",51775,"1.18 (0.70, 1.85)","1.59 (1.07, 2.29)","5.92 (4.56, 7.43)","10.16 (8.26, 12.38)","3.33 (2.42, 4.39)","2.79 (1.97, 3.87)","1.84 (1.22, 2.71)","1.52 (0.96, 2.30)","29.29 (-21.24, 107.60)"
"Scott County, Virginia",51169,"0.87 (0.56, 1.25)","1.00 (0.68, 1.41)","3.76 (2.91, 4.80)","6.73 (5.26, 8.27)","1.82 (1.27, 2.47)","1.42 (0.95, 1.99)","0.85 (0.52, 1.25)","0.69 (0.40, 1.03)","-21.09 (-48.93, 23.31)"
"Shenandoah County, Virginia",51171,"0.98 (0.68, 1.41)","1.15 (0.84, 1.55)","4.01 (3.21, 4.92)","6.47 (5.27, 7.81)","1.84 (1.37, 2.42)","1.50 (1.04, 2.05)","0.84 (0.54, 1.20)","0.68 (0.42, 1.03)","-30.35 (-57.45, 10.05)"
"Smyth County, Virginia",51173,"0.89 (0.59, 1.24)","1.07 (0.78, 1.41)","4.45 (3.53, 5.46)","7.78 (6.29, 9.37)","2.18 (1.62, 2.81)","1.71 (1.21, 2.29)","1.05 (0.73, 1.48)","0.85 (0.57, 1.20)","-4.91 (-41.34, 48.55)"
"Southampton County, Virginia",51175,"1.87 (1.33, 2.54)","2.75 (2.14, 3.51)","9.99 (8.42, 11.79)","16.16 (13.74, 18.84)","6.16 (4.96, 7.52)","4.84 (3.74, 6.05)","3.45 (2.56, 4.52)","2.92 (2.15, 3.91)","55.94 (13.49, 119.08)"
"Spotsylvania County, Virginia",51177,"1.46 (1.04, 1.98)","1.68 (1.27, 2.10)","5.74 (4.93, 6.68)","9.32 (8.14, 10.72)","3.09 (2.54, 3.65)","2.59 (2.07, 3.16)","1.71 (1.32, 2.14)","1.36 (1.04, 1.76)","-6.90 (-32.71, 32.44)"
"Stafford County, Virginia",51179,"0.78 (0.54, 1.09)","0.98 (0.74, 1.26)","3.73 (3.13, 4.43)","6.19 (5.34, 7.25)","1.97 (1.61, 2.44)","1.75 (1.38, 2.20)","1.08 (0.81, 1.42)","0.85 (0.63, 1.13)","8.07 (-26.45, 62.21)"
"Staunton City, Virginia",51790,"0.90 (0.64, 1.22)","1.10 (0.87, 1.41)","4.50 (3.81, 5.27)","7.24 (6.29, 8.37)","1.99 (1.64, 2.44)","1.49 (1.18, 1.85)","0.89 (0.67, 1.17)","0.72 (0.54, 0.99)","-19.28 (-45.23, 22.56)"
"Suffolk City, Virginia",51800,"1.94 (1.44, 2.61)","2.92 (2.33, 3.62)","10.40 (9.05, 11.81)","16.61 (14.77, 18.64)","5.92 (5.06, 6.93)","4.93 (4.13, 5.74)","3.35 (2.73, 4.10)","3.12 (2.48, 3.87)","60.63 (13.38, 132.36)"
"Surry County, Virginia",51181,"2.23 (1.51, 3.07)","2.78 (2.05, 3.59)","8.96 (7.23, 10.93)","14.57 (11.93, 17.49)","5.11 (3.92, 6.53)","4.25 (3.14, 5.52)","2.60 (1.82, 3.53)","2.08 (1.41, 2.89)","-6.74 (-36.17, 35.00)"
"Sussex County, Virginia",51183,"2.79 (1.92, 3.91)","3.75 (2.82, 4.89)","12.30 (10.18, 14.89)","20.26 (17.07, 23.72)","9.42 (7.65, 11.48)","8.20 (6.46, 10.30)","5.19 (3.87, 6.82)","4.43 (3.31, 5.81)","58.92 (8.46, 143.09)"
"Tazewell County, Virginia",51185,"0.90 (0.60, 1.33)","1.02 (0.71, 1.41)","4.07 (3.20, 5.08)","7.26 (5.82, 8.80)","1.96 (1.44, 2.59)","1.47 (1.04, 2.03)","0.89 (0.60, 1.26)","0.69 (0.44, 1.03)","-23.04 (-52.40, 23.34)"
"Virginia Beach City, Virginia",51810,"0.80 (0.61, 1.04)","1.52 (1.27, 1.82)","5.76 (5.15, 6.39)","9.61 (8.81, 10.38)","3.46 (3.04, 3.89)","2.90 (2.50, 3.29)","1.91 (1.60, 2.24)","1.52 (1.28, 1.81)","90.14 (40.96, 151.13)"
"Warren County, Virginia",51187,"1.07 (0.73, 1.54)","1.37 (0.99, 1.82)","5.41 (4.37, 6.58)","8.64 (7.18, 10.51)","2.46 (1.88, 3.19)","1.96 (1.42, 2.66)","1.11 (0.74, 1.59)","0.88 (0.57, 1.31)","-18.09 (-47.00, 20.04)"
"Washington County, Virginia",51191,"0.88 (0.60, 1.24)","1.07 (0.79, 1.40)","4.15 (3.39, 5.09)","7.55 (6.27, 8.94)","2.09 (1.60, 2.68)","1.71 (1.28, 2.24)","1.11 (0.78, 1.55)","0.89 (0.60, 1.25)","1.19 (-30.56, 49.10)"
"Waynesboro City, Virginia",51820,"0.90 (0.64, 1.22)","1.10 (0.87, 1.41)","4.50 (3.81, 5.27)","7.24 (6.29, 8.37)","1.99 (1.64, 2.44)","1.49 (1.18, 1.85)","0.89 (0.67, 1.17)","0.72 (0.54, 0.99)","-19.28 (-45.23, 22.56)"
"Westmoreland County, Virginia",51193,"1.62 (1.12, 2.29)","2.19 (1.63, 2.90)","7.90 (6.46, 9.44)","13.08 (10.84, 15.65)","4.47 (3.40, 5.68)","3.66 (2.65, 4.87)","2.26 (1.60, 3.09)","1.95 (1.28, 2.81)","20.14 (-16.53, 72.63)"
"Williamsburg City, Virginia",51830,"1.04 (0.73, 1.46)","1.54 (1.22, 1.98)","5.96 (5.09, 6.94)","9.19 (7.92, 10.59)","2.94 (2.41, 3.57)","2.41 (1.93, 2.94)","1.61 (1.25, 2.05)","1.47 (1.12, 1.88)","41.03 (-3.96, 110.04)"
"Winchester City, Virginia",51840,"1.78 (1.01, 2.80)","2.73 (1.87, 3.88)","10.02 (8.12, 12.09)","15.62 (13.14, 18.46)","5.48 (4.34, 6.85)","4.74 (3.52, 6.14)","3.38 (2.38, 4.56)","2.93 (1.90, 4.13)","64.35 (-6.84, 207.97)"
"Wise County, Virginia",51195,"1.33 (0.89, 1.92)","1.40 (1.00, 1.88)","5.31 (4.18, 6.62)","8.96 (7.30, 10.70)","2.97 (2.22, 3.82)","2.32 (1.65, 3.12)","1.36 (0.95, 1.93)","1.07 (0.70, 1.55)","-19.94 (-45.25, 20.16)"
"Wythe County, Virginia",51197,"0.80 (0.50, 1.18)","0.98 (0.67, 1.41)","4.13 (3.19, 5.22)","7.30 (5.83, 9.01)","1.94 (1.40, 2.68)","1.50 (1.02, 2.13)","0.89 (0.56, 1.36)","0.71 (0.42, 1.09)","-11.00 (-42.10, 30.03)"
"York County, Virginia",51199,"1.45 (1.14, 1.82)","2.35 (1.98, 2.76)","9.49 (8.59, 10.50)","16.28 (14.98, 17.71)","6.10 (5.40, 6.82)","5.16 (4.51, 5.88)","3.95 (3.39, 4.58)","3.43 (2.91, 4.04)","136.79 (82.63, 204.71)"
Washington,53,"1.12 (1.01, 1.25)","1.99 (1.87, 2.13)","6.96 (6.75, 7.16)","10.54 (10.31, 10.79)","2.85 (2.73, 2.97)","2.31 (2.21, 2.41)","1.45 (1.37, 1.54)","1.19 (1.11, 1.28)","6.48 (-7.05, 21.84)"
"Adams County, Washington",53001,"0.53 (0.33, 0.79)","0.68 (0.45, 0.96)","2.87 (2.16, 3.73)","4.92 (3.75, 6.19)","1.38 (0.95, 1.85)","1.15 (0.74, 1.62)","0.74 (0.44, 1.12)","0.60 (0.35, 0.92)","13.74 (-29.71, 84.82)"
"Asotin County, Washington",53003,"0.67 (0.42, 1.01)","0.86 (0.60, 1.23)","3.56 (2.70, 4.52)","5.93 (4.73, 7.36)","1.49 (1.07, 2.02)","1.15 (0.79, 1.62)","0.66 (0.42, 1.00)","0.52 (0.32, 0.80)","-21.62 (-52.47, 30.53)"
"Benton County, Washington",53005,"0.62 (0.44, 0.84)","0.77 (0.60, 0.99)","2.88 (2.44, 3.36)","4.55 (3.93, 5.23)","1.30 (1.06, 1.57)","1.01 (0.81, 1.24)","0.62 (0.48, 0.80)","0.51 (0.39, 0.67)","-17.73 (-44.06, 20.88)"
"Chelan County, Washington",53007,"0.72 (0.50, 1.01)","0.93 (0.70, 1.20)","3.49 (2.86, 4.19)","5.66 (4.77, 6.66)","1.46 (1.16, 1.79)","1.15 (0.87, 1.47)","0.69 (0.51, 0.91)","0.56 (0.41, 0.77)","-21.55 (-48.10, 20.04)"
"Clallam County, Washington",53009,"0.71 (0.46, 1.06)","1.00 (0.73, 1.34)","3.95 (3.24, 4.78)","6.50 (5.46, 7.67)","1.80 (1.43, 2.23)","1.54 (1.16, 1.95)","0.99 (0.70, 1.32)","0.77 (0.54, 1.07)","8.59 (-36.47, 93.84)"
"Clark County, Washington",53011,"1.07 (0.81, 1.39)","1.35 (1.09, 1.64)","5.18 (4.60, 5.82)","7.83 (7.09, 8.63)","2.13 (1.85, 2.43)","1.83 (1.57, 2.13)","1.10 (0.91, 1.32)","0.88 (0.72, 1.08)","-17.36 (-41.77, 15.61)"
"Columbia County, Washington",53013,"0.66 (0.44, 0.98)","0.86 (0.61, 1.19)","3.69 (2.84, 4.62)","5.76 (4.47, 7.21)","1.45 (1.04, 1.94)","1.15 (0.78, 1.60)","0.68 (0.44, 1.03)","0.54 (0.34, 0.82)","-17.73 (-48.66, 30.37)"
"Cowlitz County, Washington",53015,"1.00 (0.74, 1.32)","1.34 (1.05, 1.65)","4.88 (4.18, 5.69)","8.80 (7.60, 10.02)","2.65 (2.24, 3.11)","1.96 (1.60, 2.39)","1.28 (1.00, 1.61)","1.10 (0.83, 1.42)","10.14 (-26.19, 65.74)"
"Douglas County, Washington",53017,"0.52 (0.34, 0.77)","0.68 (0.49, 0.92)","2.82 (2.22, 3.52)","4.67 (3.76, 5.69)","1.24 (0.94, 1.60)","1.00 (0.72, 1.32)","0.62 (0.43, 0.86)","0.50 (0.33, 0.73)","-4.57 (-40.73, 53.30)"
"Ferry County, Washington",53019,"0.72 (0.43, 1.09)","0.92 (0.60, 1.35)","3.60 (2.64, 4.74)","6.37 (4.84, 8.26)","1.90 (1.25, 2.74)","1.52 (0.99, 2.22)","0.97 (0.56, 1.54)","0.81 (0.46, 1.29)","11.92 (-35.47, 85.99)"
"Franklin County, Washington",53021,"0.82 (0.56, 1.12)","1.10 (0.82, 1.43)","4.14 (3.40, 4.97)","6.77 (5.67, 7.91)","2.10 (1.64, 2.61)","1.68 (1.28, 2.13)","1.09 (0.80, 1.42)","0.87 (0.62, 1.16)","6.65 (-29.54, 60.30)"
"Garfield County, Washington",53023,"0.63 (0.39, 0.98)","0.75 (0.48, 1.10)","2.90 (2.08, 3.79)","4.83 (3.59, 6.31)","1.24 (0.81, 1.77)","0.96 (0.61, 1.43)","0.57 (0.32, 0.91)","0.45 (0.24, 0.75)","-28.39 (-56.22, 16.92)"
"Grant County, Washington",53025,"0.61 (0.43, 0.85)","0.80 (0.61, 1.01)","3.09 (2.54, 3.65)","5.15 (4.34, 6.03)","1.37 (1.09, 1.72)","1.14 (0.87, 1.43)","0.71 (0.52, 0.94)","0.55 (0.40, 0.75)","-9.67 (-39.97, 36.99)"
"Grays Harbor County, Washington",53027,"0.97 (0.70, 1.33)","1.29 (1.00, 1.65)","5.05 (4.29, 5.90)","7.81 (6.66, 9.00)","2.55 (2.09, 3.10)","2.07 (1.65, 2.57)","1.32 (0.99, 1.68)","1.09 (0.79, 1.44)","11.94 (-27.41, 73.04)"
"Island County, Washington",53029,"0.95 (0.67, 1.31)","1.28 (0.99, 1.63)","4.35 (3.65, 5.13)","6.50 (5.60, 7.53)","1.92 (1.56, 2.33)","1.56 (1.24, 1.91)","1.03 (0.80, 1.33)","0.89 (0.67, 1.17)","-5.60 (-38.22, 42.34)"
"Jefferson County, Washington",53031,"0.76 (0.52, 1.10)","1.11 (0.83, 1.48)","4.30 (3.48, 5.23)","6.79 (5.70, 7.98)","1.92 (1.50, 2.39)","1.60 (1.23, 2.00)","1.03 (0.75, 1.38)","0.82 (0.56, 1.14)","7.69 (-31.36, 65.86)"
"King County, Washington",53033,"1.53 (1.28, 1.82)","3.56 (3.24, 3.95)","11.88 (11.41, 12.37)","18.17 (17.57, 18.78)","4.66 (4.34, 4.99)","3.57 (3.32, 3.84)","2.32 (2.08, 2.58)","1.94 (1.74, 2.17)","27.12 (2.36, 58.45)"
"Kitsap County, Washington",53035,"1.03 (0.77, 1.38)","1.34 (1.07, 1.66)","4.41 (3.85, 5.04)","6.37 (5.67, 7.11)","1.87 (1.59, 2.21)","1.45 (1.21, 1.72)","0.95 (0.77, 1.17)","0.74 (0.57, 0.91)","-28.37 (-50.85, 3.18)"
"Kittitas County, Washington",53037,"0.78 (0.54, 1.09)","0.96 (0.72, 1.29)","3.51 (2.79, 4.25)","5.42 (4.48, 6.48)","1.49 (1.14, 1.91)","1.14 (0.84, 1.53)","0.68 (0.46, 0.94)","0.52 (0.36, 0.74)","-33.73 (-56.32, 2.07)"
"Klickitat County, Washington",53039,"0.69 (0.48, 0.98)","0.93 (0.69, 1.19)","3.75 (3.04, 4.59)","6.01 (4.94, 7.20)","1.60 (1.23, 2.04)","1.22 (0.88, 1.62)","0.74 (0.51, 1.04)","0.58 (0.38, 0.82)","-16.19 (-44.64, 24.52)"
"Lewis County, Washington",53041,"0.79 (0.58, 1.06)","1.00 (0.78, 1.27)","3.79 (3.20, 4.50)","6.03 (5.14, 7.08)","1.76 (1.41, 2.18)","1.35 (1.06, 1.71)","0.86 (0.63, 1.13)","0.69 (0.49, 0.93)","-12.83 (-41.13, 28.76)"
"Lincoln County, Washington",53043,"0.47 (0.31, 0.68)","0.61 (0.44, 0.83)","2.61 (2.00, 3.33)","4.36 (3.42, 5.46)","1.12 (0.79, 1.51)","0.86 (0.59, 1.19)","0.50 (0.32, 0.73)","0.40 (0.24, 0.61)","-16.07 (-45.73, 28.70)"
"Mason County, Washington",53045,"0.83 (0.58, 1.19)","1.12 (0.84, 1.44)","4.61 (3.84, 5.46)","7.67 (6.52, 8.90)","2.01 (1.62, 2.48)","1.68 (1.31, 2.09)","1.05 (0.77, 1.37)","0.83 (0.59, 1.11)","-0.92 (-35.98, 50.17)"
"Okanogan County, Washington",53047,"0.66 (0.44, 0.91)","0.85 (0.62, 1.11)","3.29 (2.70, 4.02)","5.41 (4.48, 6.50)","1.57 (1.21, 1.99)","1.29 (0.99, 1.67)","0.82 (0.58, 1.10)","0.66 (0.46, 0.94)","1.13 (-34.27, 54.93)"
"Pacific County, Washington",53049,"0.88 (0.60, 1.26)","1.15 (0.84, 1.57)","4.19 (3.35, 5.24)","6.93 (5.64, 8.52)","2.03 (1.51, 2.62)","1.65 (1.19, 2.25)","1.03 (0.69, 1.47)","0.85 (0.53, 1.26)","-3.34 (-41.35, 55.65)"
"Pend Oreille County, Washington",53051,"0.73 (0.45, 1.15)","0.94 (0.65, 1.35)","3.94 (2.99, 5.07)","6.64 (5.16, 8.38)","1.72 (1.22, 2.37)","1.39 (0.94, 2.00)","0.84 (0.53, 1.29)","0.68 (0.41, 1.09)","-7.21 (-46.06, 60.30)"
"Pierce County, Washington",53053,"1.18 (0.94, 1.46)","1.58 (1.35, 1.83)","5.72 (5.22, 6.27)","8.78 (8.16, 9.48)","2.44 (2.16, 2.74)","2.32 (2.04, 2.64)","1.40 (1.18, 1.64)","1.06 (0.87, 1.27)","-10.00 (-32.73, 20.87)"
"San Juan County, Washington",53055,"0.85 (0.55, 1.28)","1.08 (0.78, 1.50)","3.63 (2.88, 4.53)","5.57 (4.51, 6.74)","1.60 (1.21, 2.13)","1.27 (0.91, 1.72)","0.82 (0.57, 1.14)","0.66 (0.43, 0.98)","-22.34 (-51.23, 23.67)"
